NodeName,X,Y
Dominican Republic,0.9634960750014554,-0.13275220512961478
Algeria,0.9044476996218088,-0.07144419731246338
East Asia & Pacific (excluding high income),-0.07352050506907568,-0.19570203305657244
Early-demographic dividend,0.15103739799409627,-0.050859197271243446
East Asia & Pacific,0.13245600801785645,-0.11332273790129
Europe & Central Asia (excluding high income),0.10982890544506684,-0.14685915186721185
Europe & Central Asia,0.06327940767936256,-0.14135836535663657
Ecuador,0.8857646415119873,0.09441777820182708
Egypt,-0.4161243841907763,-0.8715046517912812
Euro area,-0.07219104844126412,-0.08098283454458148
Eritrea,-0.7298128042532872,-0.17620830232420034
Spain,-0.10933748165398366,0.6029342967061786
Estonia,-0.29190704462868944,0.7284613286045651
Ethiopia,-0.6981382688383027,-0.20069787702558406
European Union,-0.1037427135794241,-0.05709915869894048
Fragile and conflict affected situations,0.0303004407130612,0.025989134426344616
Finland,0.013356685909829748,0.7372235697178416
Fiji,0.759906293798059,-0.14474605626071804
France,-0.2333909626633634,0.8943618324354717
Faroe Islands,-0.13957318575879668,0.8743683450229166
Micronesia,-0.3551384530649537,-0.7274932193376731
Gabon,0.8417300299290258,0.06529687776537349
United Kingdom,-0.31905833174209036,0.7826527405137371
Georgia,-0.18791464634868127,-0.9287230731260775
Ghana,-0.4115118148800196,-0.7893267987855693
Gibraltar,-0.23310260022874463,0.7178672971033585
Guinea,-0.7227404780281773,-0.22362943774881197
The Gambia,-0.7249831469250944,-0.11704628452488498
Guinea-Bissau,-0.6097082335619501,-0.05308060123513568
Equatorial Guinea,0.9737867610452435,-0.06332565074763243
Greece,-0.17444766533514144,0.9065761590794633
Grenada,0.9836340543341396,-0.11270235646349368
Greenland,-0.24264734019052606,0.5981357394772921
Guatemala,-0.2632675793771057,-0.7348848027500686
Guam,-0.07254411380343632,0.8434615475213447
Guyana,0.9098713455289933,0.11037411320160521
"Hong Kong SAR, China",-0.31454382966758465,0.7094200330593848
Honduras,-0.3797870123814626,-0.7597429267001315
Heavily indebted poor countries (HIPC),0.15552601842673394,-0.13850688822125168
Croatia,0.9342699372285308,0.09301244895665131
Haiti,-0.7490743086551163,-0.0906228449088306
Hungary,0.008094928479362327,0.7736401701089601
IBRD only,0.05503670001811926,0.004091226581876419
IDA & IBRD total,0.05198029296898218,-0.04227262629189611
IDA total,0.12702318386684996,-0.0704993928200974
IDA blend,0.05588572854055199,-0.20388076164026053
Indonesia,-0.15397518128398185,-0.8862460820175269
IDA only,-0.09598755162730002,-0.16322336062262233
Isle of Man,0.003739924151924218,0.7012939787061517
India,-0.2618989575741874,-0.9910726153843022
Ireland,-0.22475506224860192,0.6768271140366953
Iran,0.9014350499805556,-0.18682180807778234
Iraq,0.8517930560570804,-0.12769624408335714
Iceland,-0.07674323155013123,0.610994012147189
Israel,-0.10327074716747969,0.747063613719575
Italy,-0.021476704841169522,0.76448503318386
Jamaica,0.7313520618365273,-0.06153319898084867
Jordan,-0.3283547322267491,-0.9797229608006561
Japan,-0.05018990527178403,0.8186555976881054
Kazakhstan,0.9377609287152397,0.001176842855802129
Kenya,-0.14669973038962658,-0.8540026008502062
Kyrgyz Republic,-0.19164351438056004,-0.956964217960419
Cambodia,-0.3682366123951174,-0.9244206649032027
Kiribati,-0.4412817259424472,-0.7865209211904326
St. Kitts and Nevis,-0.26613858476528834,0.6191338816381222
Korea,-0.3008772178887021,0.8237617459326384
Kuwait,-0.2739887376591001,0.6960618776292287
Latin America & Caribbean (excluding high income),0.12918757156154712,-0.015540556443780754
Lao PDR,-0.37316028818633135,-0.9614696922133907
Lebanon,0.9303092906427577,-0.13530014873808432
Liberia,-0.7524547075712407,-0.23153501727378395
Libya,0.9173546801767738,-0.16456656276161566
St. Lucia,0.8214702438112641,-0.1904696825656286
Latin America & Caribbean,0.15995180679134754,-0.09489378747509625
Least developed countries: UN classification,0.14197026567889093,-0.1692138629723307
Liechtenstein,-0.05345381692894606,0.7467543755794088
Sri Lanka,-0.4472110389116075,-0.8800923215944908
Low & middle income,-0.0015567709651801626,-0.23497060474688775
Lesotho,-0.4489652980484993,-0.8509943595891261
Late-demographic dividend,-0.0323286540634779,0.003809837346879763
Lithuania,-0.07476718067287116,0.7109183258013362
Luxembourg,-0.06350927638536596,0.6719123452895088
Latvia,-0.033368403967817116,0.702134720369688
"Macao SAR, China",-0.2743001499933677,0.7809086543792447
St. Martin (French part),-0.25879484280494186,0.7444032408107971
Morocco,-0.41019777028916216,-0.7507879604106799
Monaco,-0.18434490853886618,0.6457383299343474
Moldova,-0.31362970550901487,-0.9182345818410886
Madagascar,-0.6319665930141221,-0.27776663398096785
Maldives,0.9611150035591808,-0.026159367498910877
Middle East & North Africa,0.008716664271810923,-0.20616297259257663
Mexico,0.8513561391222443,0.09645658277984114
Marshall Islands,0.8509619725077021,-0.17194939138526136
Middle income,-0.04317296593717644,-0.04357242968265251
Macedonia,0.8325798703250777,0.026183753075298234
Mali,-0.6971106711300774,-0.10448034527978241
Malta,-0.217774532753979,0.8719847764158558
Myanmar,-0.24596520875865904,-0.9251785063353729
Middle East & North Africa (excluding high income),-0.06359449751467743,-0.15110504460847587
Montenegro,0.8776715530675901,0.03693489766256215
Mongolia,-0.20839310171142578,-0.7508023739446218
Northern Mariana Islands,-0.04684612167867815,0.6263923531910582
Mozambique,-0.6660276700287113,-0.2784528771949464
Mauritania,-0.17625938056439872,-0.7870327215174585
Mauritius,0.868228645894735,0.12186766911561997
Malawi,-0.7701198460352418,-0.18150594983017887
Malaysia,0.9624677017061705,0.02269916230907465
North America,0.0951762523241281,-0.05190302132756362
Namibia,1.0,-0.022252956632204543
New Caledonia,-0.033088856080021975,0.793183727430946
Niger,-0.6350424954860785,-0.24293188183330047
Nigeria,-0.3821812818029418,-0.8533399939982876
Nicaragua,-0.30860350450533797,-0.729783736555354
Netherlands,-0.2982516454535265,0.76019505803258
Norway,-0.27293625993291687,0.8089919319776978
Nepal,-0.6455703110179377,-0.0718377432783992
Nauru,0.7364650098192072,-0.01989712220048566
New Zealand,-0.33505502315857394,0.7307660624369334
OECD members,-0.048027077259381615,-0.1140971100709516
Oman,-0.11180758375213953,0.8584794281418288
Other small states,-0.10969587469044392,-0.09408200282840172
Pakistan,-0.3864643348036668,-0.8103103140335133
Panama,0.788965384993124,-0.17053109945298106
Peru,0.8234282376025097,0.11474279046625481
Philippines,-0.2211168670086277,-0.9430793198784345
Palau,-0.24266174242275315,0.857834165527409
Papua New Guinea,-0.3960535146705173,-0.950964273108263
Poland,-0.3278627977401754,0.6870303735045542
Pre-demographic dividend,-0.007275682627268919,0.025613007899648293
Puerto Rico,-0.017045268228264836,0.83030572787781
Dem. People's Rep. Korea,-0.5880905853721385,-0.09206537261729549
Portugal,-0.3198433446124358,0.8068114925200325
Paraguay,0.8064949898403115,0.0882190122614151
West Bank and Gaza,-0.248957230706864,-0.9655409075654513
Pacific island small states,0.09936585361483939,-0.2155052365130319
Post-demographic dividend,-0.10255873467481733,-0.1260462538932965
French Polynesia,-0.01590906285727493,0.7323291944827782
Qatar,-0.156038078402952,0.8482018927505702
Romania,0.7970084278119212,-0.12847693183709502
Russia,0.7754800349636294,0.08443127440807653
Rwanda,-0.6815174543333379,-0.23701579754684607
South Asia,0.09446438612251695,-0.10281245741719953
Saudi Arabia,-0.20369337532047246,0.586705287772627
Sudan,-0.3117414509292123,-0.8694344385017797
Senegal,-0.7352204733918571,-0.14483636463819383
Singapore,-0.21739260168845162,0.6215398586374794
Solomon Islands,-0.449033796514099,-0.8198140936112911
Sierra Leone,-0.6508908555852516,-0.2047762155222486
El Salvador,-0.18229788880229342,-0.8590231211578112
San Marino,-0.2356124340410966,0.8216926400676625
Somalia,-0.5786586984347014,-0.21718362102077954
Serbia,0.9986580694779599,-0.049136851026091645
Sub-Saharan Africa (excluding high income),-0.036128032560723056,-0.2233760395368962
South Sudan,-0.7472600624972258,-0.20066254811024037
Sub-Saharan Africa,0.03439875110997994,-0.23648104664686562
Small states,0.08431235528825509,0.018854505210590324
São Tomé and Principe,-0.16086713008996048,-0.9177422306261345
Suriname,0.9576849482485825,-0.09854773781398736
Slovak Republic,-0.11934866379510543,0.8981603659309535
Slovenia,-0.05540821118547121,0.8725501578132099
Sweden,-0.1371867826990978,0.6413261576724382
Swaziland,-0.27447677968606593,-0.89723924519327
Sint Maarten (Dutch part),-0.2012250163729516,0.8980896480591675
Seychelles,-0.0026183445912228,0.804171057466179
Syrian Arab Republic,-0.277293589110977,-0.9400875482263027
Turks and Caicos Islands,-0.00703200095190391,0.6704633126914958
Chad,-0.7646118002938668,-0.14956796341014333
East Asia & Pacific (IDA & IBRD),0.08720965972318954,-0.1787608960557341
Europe & Central Asia (IDA & IBRD),0.00782351841448799,-0.01751405112508425
Togo,-0.7660823991281481,-0.11835730498708139
Thailand,0.8679479081398728,-0.1954853519097879
Tajikistan,-0.2361523119001313,-0.8584245630158175
Turkmenistan,0.8976317775748502,0.002716422123868015
Latin America & Caribbean (IDA & IBRD),0.0702734745801276,-0.23288412143360857
Timor-Leste,-0.15657056206078387,-0.8197364761357434
Middle East & North Africa (IDA & IBRD),-0.06426949362098602,0.0016492213612100467
Tonga,0.9450368742350714,-0.06464858609099704
South Asia (IDA & IBRD),-0.03817494438530367,-0.19275922886422683
Sub-Saharan Africa (IDA & IBRD),0.1238816304212171,-0.19529156346871046
Trinidad and Tobago,-0.2662449084908028,0.873024857404921
Tunisia,-0.2843186247388976,-0.9740397933830116
Turkey,0.9257994073283291,0.033244627670159906
Tuvalu,0.9237356047908237,-0.03536271753001315
Tanzania,-0.6577379488595053,-0.14205419238257258
Uganda,-0.6920619236447046,-0.16087466789727892
Ukraine,-0.43487034339876773,-0.9071397138492174
Uruguay,-0.08469667707261198,0.8707289948480721
United States,-0.17976856131239227,0.8296531426340842
Uzbekistan,-0.41815440851402375,-0.9355880267451101
St. Vincent and the Grenadines,0.8227349264489554,-0.15205409296838127
Venezuela,0.8959516605522636,0.06608131158223395
British Virgin Islands,-0.29181352405817684,0.850695183226578
Virgin Islands,-0.1579941052763946,0.7924189804482702
Vietnam,-0.34931647529045834,-0.8255682506466494
Vanuatu,-0.1991949470298194,-0.8252101925034918
World,-0.08570471729395983,-0.028181892183346664
Samoa,0.8829237824853593,-0.1563221921675647
Kosovo,-0.22098326645156446,-0.9782948110630492
Yemen,-0.19196927057411287,-0.8931046914254245
South Africa,0.790192422018233,0.037493341362116524
Zambia,-0.35565206268055866,-0.9816651625398748
Zimbabwe,-0.6822870875141572,-0.044703626328277346
